Waterbody Name,Fish Species Present at Waterbody,Comments,Special Regulations on Waterbody,County,Types of Public Access,Public Fishing Access Owner,Waterbody Information,Longitude,Latitude,Location
Beaver Kill,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-75.097909209,41.979437565,"(41.979437565, -75.097909209)"
Beaver Kill,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-75.0174336,41.972314245,"(41.972314245, -75.0174336)"
Beaver Kill,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-74.96481748,41.95125536,"(41.95125536, -74.96481748)"
Beaver Kill,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-74.916762501,41.94558083,"(41.94558083, -74.916762501)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.875015615,41.925896961,"(41.925896961, -74.875015615)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.868344099,41.926925345,"(41.926925345, -74.868344099)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.858399028,41.923577242,"(41.923577242, -74.858399028)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.848743353,41.92833564,"(41.92833564, -74.848743353)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.840157771,41.926400748,"(41.926400748, -74.840157771)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.818974502,41.906576127,"(41.906576127, -74.818974502)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.800771456,41.903122029,"(41.903122029, -74.800771456)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.780494107,41.901850643,"(41.901850643, -74.780494107)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.706916166,41.912628694,"(41.912628694, -74.706916166)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.699405731,41.906512299,"(41.906512299, -74.699405731)"
Willowemoc Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Willowemoc State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwillocklb.pdf,-74.695163442,41.911920632,"(41.911920632, -74.695163442)"
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.676222756,42.369183648,"(42.369183648, -74.676222756)"
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.703842749,42.347933425,"(42.347933425, -74.703842749)"
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.815499103,42.328409371,"(42.328409371, -74.815499103)"
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31431.html,Broome,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.423160705,42.051157028,"(42.051157028, -75.423160705)"
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31431.html,Broome,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.423109696,42.057749967,"(42.057749967, -75.423109696)"
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.421682418,42.05690602,"(42.05690602, -75.421682418)"
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.419894847,42.044733845,"(42.044733845, -75.419894847)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.29136679,42.052714955,"(42.052714955, -74.29136679)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.271508657,42.002739173,"(42.002739173, -74.271508657)"
Batavia Kill,Brook Trout - Brown Trout* - Rainbow Trout,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbataviak.pdf,-74.417309899,42.305167318,"(42.305167318, -74.417309899)"
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.323063462,42.192545573,"(42.192545573, -74.323063462)"
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement - Hunter-West Kill Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.269533468,42.182375363,"(42.182375363, -74.269533468)"
West Kill,Brook Trout - Brown Trout* - Rainbow Trout,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement - Hunter-West Kill Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestkill.pdf,-74.262573553,42.17760132,"(42.17760132, -74.262573553)"
Catskill Creek,Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.151992121,42.404847084,"(42.404847084, -74.151992121)"
Kinderhook Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31438.html,Columbia,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkinderhook.pdf,-73.479753005,42.486928585,"(42.486928585, -73.479753005)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.399949217,42.283423399,"(42.283423399, -74.399949217)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.408151426,42.267585991,"(42.267585991, -74.408151426)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.404486654,42.266034104,"(42.266034104, -74.404486654)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.329558938,42.242697685,"(42.242697685, -74.329558938)"
Schenevus Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschenevus.pdf,-74.8415928,42.545025068,"(42.545025068, -74.8415928)"
Charlotte Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcharlotte.pdf,-75.013573757,42.453816886,"(42.453816886, -75.013573757)"
Clear Creek (Arcade),Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.36634128,42.487652105,"(42.487652105, -78.36634128)"
Clear Creek (Arcade),Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.383920052,42.501218114,"(42.501218114, -78.383920052)"
Clear Creek (Arcade),Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.388012364,42.505086293,"(42.505086293, -78.388012364)"
Clear Creek (Arcade),Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.403021484,42.519723612,"(42.519723612, -78.403021484)"
Skinner Creek,Steelhead - Chinook Salmon,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.084367966,43.702168605,"(43.702168605, -76.084367966)"
Skinner Creek,Steelhead - Chinook Salmon,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.074061415,43.705793169,"(43.705793169, -76.074061415)"
Skinner Creek,Steelhead - Chinook Salmon,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.15941956,43.686837638,"(43.686837638, -76.15941956)"
Tioughnioga River,Smallmouth Bass - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7tiouripfr.pdf,-76.044816877,42.45682468,"(42.45682468, -76.044816877)"
Chenango River,Brown Trout,None,http://www.dec.ny.gov/outdoor/31460.html,Madison,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/63442.html,-75.621848174,42.876058813,"(42.876058813, -75.621848174)"
Mill Creek,Brook Trout* - Brown Trout*,None,,Warren,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrmillckr5.pdf,-74.007596239,43.574187372,"(43.574187372, -74.007596239)"
North Branch Salmon River,Brook Trout*,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement - Battle Hill State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.847768923,43.587429226,"(43.587429226, -75.847768923)"
North Branch Salmon River,Brook Trout*,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.862622772,43.603632189,"(43.603632189, -75.862622772)"
North Branch Salmon River,Brook Trout*,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.882151157,43.612709325,"(43.612709325, -75.882151157)"
North Branch Salmon River,Brook Trout*,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.813463809,43.542490057,"(43.542490057, -75.813463809)"
North Branch Saranac River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.905160959,44.586623988,"(44.586623988, -73.905160959)"
North Branch Saranac River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.875238453,44.592691113,"(44.592691113, -73.875238453)"
North Branch Saranac River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.862764184,44.59307845,"(44.59307845, -73.862764184)"
North Branch Saranac River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement - Chazy Highlands Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-74.01934911,44.558956704,"(44.558956704, -74.01934911)"
Salmon River,Brook Trout - Brown Trout*,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrc.pdf,-73.692278685,44.591444595,"(44.591444595, -73.692278685)"
Otselic River,Brown Trout* - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.758153169,42.680390064,"(42.680390064, -75.758153169)"
Otselic River,Brown Trout* - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.737877323,42.703607277,"(42.703607277, -75.737877323)"
St. Regis River,Brook Trout - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement - St. Regis River State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrstregis.pdf,-74.552679272,44.68848339,"(44.68848339, -74.552679272)"
Ten Mile Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31441.html,Dutchess,Shore Fishing - Public Fishing Rights,Public Easement - Wassaic State Multiple Use Area (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrtenmilewassaic.pdf,-73.565375481,41.771024096,"(41.771024096, -73.565375481)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.910136985,44.327104752,"(44.327104752, -73.910136985)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.905202823,44.330915714,"(44.330915714, -73.905202823)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.90006694,44.335232119,"(44.335232119, -73.90006694)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.920457074,44.303790534,"(44.303790534, -73.920457074)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.925775674,44.30149535,"(44.30149535, -73.925775674)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.930420323,44.300254186,"(44.300254186, -73.930420323)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.932531901,44.286642726,"(44.286642726, -73.932531901)"
Wiscoy Creek,Brook Trout - Brown Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.118927734,42.527711863,"(42.527711863, -78.118927734)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement - Tomannex State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.096712351,42.021475182,"(42.021475182, -75.096712351)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement - Tomannex State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.102667392,42.017910634,"(42.017910634, -75.102667392)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.008708281,42.07061693,"(42.07061693, -75.008708281)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.032782581,42.032919022,"(42.032919022, -75.032782581)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.058921993,42.034387183,"(42.034387183, -75.058921993)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.066460829,42.034920624,"(42.034920624, -75.066460829)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.160558694,41.994382469,"(41.994382469, -75.160558694)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.130777533,41.994667315,"(41.994667315, -75.130777533)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.277562847,41.953611195,"(41.953611195, -75.277562847)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.419917292,42.117298093,"(42.117298093, -74.419917292)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.40198686,42.119055648,"(42.119055648, -74.40198686)"
Black River,Brown Trout* - Steelhead* - Coho Salmon - Chinook Salmon* - Smallmouth Bass - Sunfish - Yellow Perch - Northern Pike - Chain Pickerel - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/23890.html,-75.92431464,43.985833174,"(43.985833174, -75.92431464)"
Chittenango Creek,Brown Trout*,None,http://www.dec.ny.gov/outdoor/31460.html,Madison,Shore Fishing - Public Fishing Rights,Public Easement - Cittenango Falls State Park,http://www.dec.ny.gov/outdoor/71484.html,-75.836984415,42.969231168,"(42.969231168, -75.836984415)"
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.90494966,42.02441324,"(42.02441324, -77.90494966)"
Genesee River (Lower),Brown Trout - Steelhead* - Coho Salmon* - Chinook Salmon* - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31420.html,Monroe,Shore Fishing,DEC,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrgeneseriv.pdf,-77.603937679,43.255331002,"(43.255331002, -77.603937679)"
Indian River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31493.html,Jefferson,Shore Fishing - Boat Launch (Trailer Unimproved),Indian River State Wildlife Management Area (DEC),http://www.dec.ny.gov/outdoor/23866.html,-75.651523083,44.368110291,"(44.368110291, -75.651523083)"
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.421727147,42.603044395,"(42.603044395, -77.421727147)"
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.452991382,42.594265434,"(42.594265434, -77.452991382)"
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.377876579,42.642052345,"(42.642052345, -77.377876579)"
Sandy Creek,Brown Trout* - Steelhead - Coho Salmon - Chinook Salmon,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement - Lakeview Wildlife Management Area (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsandyckr6.pdf,-76.171381533,43.750951839,"(43.750951839, -76.171381533)"
Wallkill River,Smallmouth Bass - Walleye - Carp,Electric Motors Only.,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/58866.html,-74.094613359,41.752691163,"(41.752691163, -74.094613359)"
Connetquot River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31495.html,Suffolk,Shore Fishing,DEC,,-73.15091644,40.747553066,"(40.747553066, -73.15091644)"
Connetquot River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31495.html,Suffolk,Shore Fishing,DEC,,-73.145375194,40.747683934,"(40.747683934, -73.145375194)"
